boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-0427800730230.bu,o00407-0427800730230.bu,180,174,6,7,UE2020
o00407-0599100240430.bu,o00407-0599100240430.bu,123,44,0,0,UE2009
o00407-0430800590106.bu,o00407-0430800590106.bu,141,117,3,5,UE2009
o00407-0427800290093.bu,o00407-0427800290093.bu,169,210,4,13,UE2020
o00407-0471500340087.bu,o00407-0471500340087.bu,162,91,1,4,UE2015
o00407-0427800970354.bu,o00407-0427800970354.bu,180,176,2,8,UE2020
o00407-0425100650016.bu,o00407-0425100650016.bu,48,151,0,2,UE2020
o00407-0519300920044.bu,o00407-0519300920044.bu,28,138,0,1,UE2015
o00407-0427800290594.bu,o00407-0427800290594.bu,77,116,0,3,UE2020
o00407-0499500330128.bu,o00407-0499500330128.bu,43,149,2,2,UE2020
o00407-0583501060103.bu,o00407-0583501060103.bu,206,101,8,7,UE2010
